,Timestamp,Longitude,Latitude,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,Dowload Rate,Upload Rate,State
74,2019.11.28_09.23.02,-8.483621000000001,51.899249,LTE,-87,-16,-3.0,5,-70,3648,95,D
75,2019.11.28_09.23.04,-8.483621000000001,51.899249,LTE,-87,-16,-3.0,5,-70,3960,92,D
76,2019.11.28_09.23.05,-8.483621000000001,51.899249,LTE,-88,-16,-4.0,5,-70,3938,82,D
77,2019.11.28_09.23.06,-8.483621000000001,51.899249,LTE,-88,-16,-4.0,5,-70,5329,116,D
78,2019.11.28_09.23.07,-8.483621000000001,51.899249,LTE,-87,-16,-5.0,5,-70,4325,127,D
79,2019.11.28_09.23.08,-8.483621000000001,51.899249,LTE,-87,-16,-5.0,5,-70,5546,124,D
80,2019.11.28_09.23.09,-8.483621000000001,51.899249,LTE,-88,-15,-4.0,5,-70,4033,88,D
81,2019.11.28_09.23.10,-8.483621000000001,51.899249,LTE,-88,-15,-4.0,6,-72,4662,105,D
82,2019.11.28_09.23.11,-8.483621000000001,51.899249,LTE,-89,-15,-3.0,6,-72,3179,69,D
83,2019.11.28_09.23.12,-8.483621000000001,51.899249,LTE,-89,-15,-3.0,6,-72,3364,85,D
84,2019.11.28_09.23.13,-8.483621000000001,51.899249,LTE,-88,-17,-5.0,6,-72,3338,71,D
85,2019.11.28_09.23.14,-8.483621000000001,51.899249,LTE,-88,-17,-5.0,6,-72,3148,67,D
86,2019.11.28_09.23.15,-8.483621000000001,51.899249,LTE,-88,-17,-6.0,6,-72,2791,76,D
87,2019.11.28_09.23.16,-8.483621000000001,51.899249,LTE,-88,-17,-6.0,6,-72,2445,68,D
88,2019.11.28_09.23.17,-8.483621000000001,51.899249,LTE,-89,-17,-5.0,6,-72,2045,45,D
89,2019.11.28_09.23.18,-8.483621000000001,51.899249,LTE,-89,-17,-5.0,6,-72,2691,68,D
90,2019.11.28_09.23.20,-8.483621000000001,51.899249,LTE,-89,-18,-6.0,6,-72,4171,114,D
91,2019.11.28_09.23.21,-8.483621000000001,51.899249,LTE,-89,-18,-6.0,6,-72,2915,71,D
92,2019.11.28_09.23.22,-8.483621000000001,51.899249,LTE,-89,-16,-4.0,6,-72,3305,87,D
93,2019.11.28_09.23.23,-8.483621000000001,51.899249,LTE,-89,-16,-4.0,6,-72,4537,86,D
94,2019.11.28_09.23.24,-8.483621000000001,51.899249,LTE,-88,-15,-4.0,6,-72,4750,102,D
95,2019.11.28_09.23.25,-8.483621000000001,51.899249,LTE,-88,-15,-4.0,6,-72,3929,85,D
96,2019.11.28_09.23.26,-8.483621000000001,51.899249,LTE,-89,-16,-4.0,6,-72,3441,113,D
97,2019.11.28_09.23.27,-8.483621000000001,51.899249,LTE,-89,-16,-4.0,6,-72,4783,106,D
98,2019.11.28_09.23.28,-8.483621000000001,51.899249,LTE,-88,-15,-3.0,6,-72,4953,122,D
99,2019.11.28_09.23.29,-8.483621000000001,51.899249,LTE,-88,-15,-3.0,6,-72,4254,99,D
100,2019.11.28_09.23.30,-8.483621000000001,51.899249,LTE,-88,-13,0.0,6,-72,0,0,D
101,2019.11.28_09.23.31,-8.483621000000001,51.899249,LTE,-88,-13,0.0,6,-72,0,0,I
102,2019.11.28_09.23.32,-8.483621000000001,51.899249,LTE,-90,-15,-2.0,6,-72,0,0,I
103,2019.11.28_09.23.34,-8.483621000000001,51.899249,LTE,-90,-15,-2.0,6,-72,0,0,D
104,2019.11.28_09.23.35,-8.483621000000001,51.899249,LTE,-89,-16,-4.0,6,-72,0,0,I
105,2019.11.28_09.23.36,-8.483621000000001,51.899249,LTE,-89,-16,-4.0,6,-72,0,0,D
106,2019.11.28_09.23.37,-8.483621000000001,51.899249,LTE,-87,-16,-3.0,6,-70,0,0,D
107,2019.11.28_09.23.38,-8.483621000000001,51.899249,LTE,-87,-16,-3.0,6,-70,0,0,I
108,2019.11.28_09.23.39,-8.483621000000001,51.899249,LTE,-87,-17,-5.0,6,-70,2,4,D
109,2019.11.28_09.23.40,-8.483621000000001,51.899249,LTE,-87,-17,-5.0,6,-70,0,0,D
110,2019.11.28_09.23.41,-8.483621000000001,51.899249,LTE,-87,-16,-4.0,6,-70,2,4,D
111,2019.11.28_09.23.42,-8.483621000000001,51.899249,LTE,-87,-16,-4.0,6,-70,1,1,D
112,2019.11.28_09.23.43,-8.483621000000001,51.899249,LTE,-87,-17,-2.0,6,-70,73,19,D
113,2019.11.28_09.23.44,-8.483621000000001,51.899249,LTE,-87,-17,-2.0,5,-72,0,0,D
114,2019.11.28_09.23.45,-8.483621000000001,51.899249,LTE,-86,-15,-3.0,5,-72,0,0,I
115,2019.11.28_09.23.46,-8.483621000000001,51.899249,LTE,-86,-15,-3.0,6,-69,0,0,I
116,2019.11.28_09.23.48,-8.483621000000001,51.899249,LTE,-88,-16,-4.0,8,-71,0,0,I
117,2019.11.28_09.23.49,-8.483621000000001,51.899249,LTE,-88,-16,-4.0,8,-71,0,0,D
118,2019.11.28_09.23.50,-8.483621000000001,51.899249,LTE,-87,-16,-3.0,8,-71,0,0,I
119,2019.11.28_09.23.51,-8.483621000000001,51.899249,LTE,-87,-16,-3.0,8,-71,0,0,D
120,2019.11.28_09.23.52,-8.483621000000001,51.899249,LTE,-88,-16,-6.0,8,-71,0,0,I
121,2019.11.28_09.23.53,-8.483621000000001,51.899249,LTE,-88,-16,-6.0,8,-71,16,28,D
122,2019.11.28_09.23.54,-8.483621000000001,51.899249,LTE,-86,-15,-5.0,7,-69,14,24,D
123,2019.11.28_09.23.55,-8.483621000000001,51.899249,LTE,-86,-15,-5.0,7,-69,0,0,D
124,2019.11.28_09.23.56,-8.483621000000001,51.899249,LTE,-88,-14,-3.0,7,-69,0,0,I
125,2019.11.28_09.23.57,-8.483621000000001,51.899249,LTE,-88,-14,-3.0,7,-69,0,0,I
126,2019.11.28_09.23.58,-8.483621000000001,51.899249,LTE,-87,-14,-5.0,7,-69,0,0,I
127,2019.11.28_09.23.59,-8.483621000000001,51.899249,LTE,-87,-14,-5.0,7,-69,0,0,I
128,2019.11.28_09.24.00,-8.483621000000001,51.899249,LTE,-87,-13,-3.0,7,-69,2,4,D
129,2019.11.28_09.24.02,-8.483621000000001,51.899249,LTE,-87,-13,-3.0,7,-69,0,0,I
130,2019.11.28_09.24.03,-8.483621000000001,51.899249,LTE,-87,-12,-3.0,7,-69,3,4,D
131,2019.11.28_09.24.04,-8.483621000000001,51.899249,LTE,-87,-12,-3.0,7,-69,2,5,D
132,2019.11.28_09.24.05,-8.483621000000001,51.899249,LTE,-87,-14,-4.0,7,-69,0,0,D
133,2019.11.28_09.24.06,-8.483621000000001,51.899249,LTE,-87,-14,-4.0,7,-69,0,0,D
134,2019.11.28_09.24.07,-8.483621000000001,51.899249,LTE,-88,-13,-3.0,8,-71,0,0,D
135,2019.11.28_09.24.08,-8.483621000000001,51.899249,LTE,-88,-13,-3.0,8,-71,0,0,I
136,2019.11.28_09.24.09,-8.483621000000001,51.899249,LTE,-88,-14,-4.0,8,-71,0,0,I
137,2019.11.28_09.24.10,-8.483621000000001,51.899249,LTE,-88,-14,-4.0,8,-71,0,0,I
138,2019.11.28_09.24.11,-8.483621000000001,51.899249,LTE,-88,-14,-3.0,8,-71,0,0,D
139,2019.11.28_09.24.12,-8.483621000000001,51.899249,LTE,-88,-14,-3.0,8,-71,0,0,I
140,2019.11.28_09.24.13,-8.483621000000001,51.899249,LTE,-88,-13,-2.0,8,-71,0,0,D
141,2019.11.28_09.24.14,-8.483621000000001,51.899249,LTE,-88,-13,-2.0,8,-71,0,0,I
142,2019.11.28_09.24.16,-8.483621000000001,51.899249,LTE,-87,-13,-4.0,8,-71,0,0,I
143,2019.11.28_09.24.17,-8.483621000000001,51.899249,LTE,-87,-13,-4.0,8,-71,0,0,I
144,2019.11.28_09.24.18,-8.483621000000001,51.899249,LTE,-88,-14,-6.0,8,-71,0,0,I
145,2019.11.28_09.24.19,-8.483621000000001,51.899249,LTE,-88,-14,-6.0,8,-71,0,0,D
146,2019.11.28_09.24.20,-8.483621000000001,51.899249,LTE,-88,-14,-4.0,8,-71,0,0,D
147,2019.11.28_09.24.21,-8.483621000000001,51.899249,LTE,-88,-14,-4.0,8,-71,2,5,D
148,2019.11.28_09.24.22,-8.483621000000001,51.899249,LTE,-87,-12,-2.0,8,-71,0,0,I
149,2019.11.28_09.24.23,-8.483621000000001,51.899249,LTE,-87,-12,-2.0,8,-71,3,6,D
150,2019.11.28_09.24.24,-8.483621000000001,51.899249,LTE,-87,-14,-3.0,8,-71,1,0,D
151,2019.11.28_09.24.25,-8.483621000000001,51.899249,LTE,-87,-14,-3.0,8,-71,4,5,D
152,2019.11.28_09.24.26,-8.483621000000001,51.899249,LTE,-87,-11,-1.0,8,-71,15,27,D
153,2019.11.28_09.24.27,-8.483621000000001,51.899249,LTE,-87,-11,-1.0,8,-71,0,0,I
154,2019.11.28_09.24.28,-8.483621000000001,51.899249,LTE,-86,-13,-3.0,8,-71,0,0,I
155,2019.11.28_09.24.29,-8.483621000000001,51.899249,LTE,-86,-13,-3.0,8,-69,3,1,D
156,2019.11.28_09.24.31,-8.483621000000001,51.899249,LTE,-86,-11,-2.0,8,-69,0,0,D
157,2019.11.28_09.24.32,-8.483621000000001,51.899249,LTE,-86,-11,-2.0,8,-69,0,0,I
158,2019.11.28_09.24.33,-8.483621000000001,51.899249,LTE,-86,-13,1.0,8,-69,0,0,I
159,2019.11.28_09.24.34,-8.483621000000001,51.899249,LTE,-86,-13,1.0,8,-69,0,0,D
160,2019.11.28_09.24.35,-8.483621000000001,51.899249,LTE,-86,-14,-3.0,8,-69,0,0,D
161,2019.11.28_09.24.36,-8.483621000000001,51.899249,LTE,-86,-14,-3.0,8,-69,0,0,D
162,2019.11.28_09.24.37,-8.483621000000001,51.899249,LTE,-87,-14,-4.0,8,-69,0,0,I
163,2019.11.28_09.24.38,-8.483621000000001,51.899249,LTE,-87,-14,-4.0,8,-69,477,23,D
164,2019.11.28_09.24.39,-8.483621000000001,51.899249,LTE,-87,-15,-4.0,8,-69,4692,114,D
165,2019.11.28_09.24.40,-8.483621000000001,51.899249,LTE,-87,-15,-4.0,8,-69,6288,163,D
166,2019.11.28_09.24.41,-8.483621000000001,51.899249,LTE,-85,-14,-3.0,8,-69,5434,131,D
167,2019.11.28_09.24.42,-8.483621000000001,51.899249,LTE,-85,-14,-3.0,8,-69,5103,130,D
168,2019.11.28_09.24.43,-8.483621000000001,51.899249,LTE,-87,-15,-4.0,8,-69,3831,96,D
169,2019.11.28_09.24.44,-8.483621000000001,51.899249,LTE,-87,-15,-4.0,8,-69,2180,52,D
170,2019.11.28_09.24.46,-8.483621000000001,51.899249,LTE,-87,-15,-5.0,8,-69,3723,108,D
171,2019.11.28_09.24.47,-8.483621000000001,51.899249,LTE,-87,-15,-5.0,8,-69,3852,99,D
172,2019.11.28_09.24.48,-8.483621000000001,51.899249,LTE,-87,-15,-10.0,8,-69,789,13,D
173,2019.11.28_09.24.49,-8.483621000000001,51.899249,LTE,-87,-15,-10.0,8,-69,0,0,I
174,2019.11.28_09.24.50,-8.483621000000001,51.899249,LTE,-86,-14,-1.0,8,-69,0,0,D
175,2019.11.28_09.24.51,-8.483621000000001,51.899249,LTE,-86,-14,-1.0,8,-69,0,0,D
176,2019.11.28_09.24.52,-8.483621000000001,51.899249,LTE,-86,-12,0.0,8,-69,0,0,D
177,2019.11.28_09.24.53,-8.483621000000001,51.899249,LTE,-86,-12,0.0,8,-69,0,1,D
178,2019.11.28_09.24.54,-8.483621000000001,51.899249,LTE,-87,-14,-1.0,8,-69,15,30,D
179,2019.11.28_09.24.55,-8.483621000000001,51.899249,LTE,-87,-14,-1.0,8,-69,0,0,I
180,2019.11.28_09.24.56,-8.483621000000001,51.899249,LTE,-86,-12,0.0,8,-69,0,0,I
181,2019.11.28_09.24.57,-8.483621000000001,51.899249,LTE,-86,-12,0.0,8,-69,0,0,I
182,2019.11.28_09.24.58,-8.483621000000001,51.899249,LTE,-86,-15,-5.0,8,-69,0,0,I
183,2019.11.28_09.24.59,-8.483621000000001,51.899249,LTE,-86,-15,-5.0,8,-69,0,0,I
184,2019.11.28_09.25.01,-8.483621000000001,51.899249,LTE,-86,-13,-2.0,8,-69,0,0,I
185,2019.11.28_09.25.02,-8.483621000000001,51.899249,LTE,-86,-13,-2.0,8,-69,0,0,I
186,2019.11.28_09.25.03,-8.483621000000001,51.899249,LTE,-86,-13,-4.0,8,-69,2,4,D
187,2019.11.28_09.25.04,-8.483621000000001,51.899249,LTE,-86,-13,-4.0,8,-69,0,0,D
188,2019.11.28_09.25.05,-8.483621000000001,51.899249,LTE,-86,-14,-4.0,8,-69,2,4,D
189,2019.11.28_09.25.06,-8.483621000000001,51.899249,LTE,-86,-14,-4.0,8,-69,0,0,D
190,2019.11.28_09.25.07,-8.483621000000001,51.899249,LTE,-86,-13,-2.0,8,-69,2,4,D
191,2019.11.28_09.25.08,-8.483621000000001,51.899249,LTE,-86,-13,-2.0,8,-69,0,0,I
192,2019.11.28_09.25.09,-8.483621000000001,51.899249,LTE,-87,-14,-5.0,8,-69,0,0,I
193,2019.11.28_09.25.10,-8.483621000000001,51.899249,LTE,-87,-14,-5.0,5,-71,0,0,I
194,2019.11.28_09.25.11,-8.483621000000001,51.899249,LTE,-87,-14,-4.0,5,-71,0,0,I
195,2019.11.28_09.25.12,-8.483621000000001,51.899249,LTE,-87,-14,-4.0,5,-71,0,0,I
196,2019.11.28_09.25.13,-8.483621000000001,51.899249,LTE,-87,-14,-3.0,5,-71,0,0,I
197,2019.11.28_09.25.15,-8.483621000000001,51.899249,LTE,-87,-14,-3.0,5,-71,0,0,I
198,2019.11.28_09.25.16,-8.483621000000001,51.899249,LTE,-87,-15,-3.0,5,-71,11,0,D
199,2019.11.28_09.25.17,-8.483621000000001,51.899249,LTE,-87,-15,-3.0,5,-71,0,0,D
200,2019.11.28_09.25.18,-8.483621000000001,51.899249,LTE,-88,-13,-2.0,5,-71,0,0,I
201,2019.11.28_09.25.19,-8.483621000000001,51.899249,LTE,-88,-13,-2.0,5,-71,0,0,I
202,2019.11.28_09.25.20,-8.483621000000001,51.899249,LTE,-87,-14,-2.0,5,-71,0,0,I
203,2019.11.28_09.25.21,-8.483621000000001,51.899249,LTE,-87,-14,-2.0,5,-71,0,0,I
204,2019.11.28_09.25.22,-8.483621000000001,51.899249,LTE,-87,-15,-2.0,5,-71,0,0,I
205,2019.11.28_09.25.23,-8.483621000000001,51.899249,LTE,-87,-15,-2.0,5,-71,0,1,D
206,2019.11.28_09.25.24,-8.483621000000001,51.899249,LTE,-87,-14,-1.0,5,-71,2,4,D
207,2019.11.28_09.25.25,-8.483621000000001,51.899249,LTE,-87,-14,-1.0,5,-71,0,0,I
208,2019.11.28_09.25.26,-8.483621000000001,51.899249,LTE,-87,-14,-3.0,5,-71,17,32,D
209,2019.11.28_09.25.27,-8.483621000000001,51.899249,LTE,-87,-14,-3.0,5,-71,0,0,I
210,2019.11.28_09.25.29,-8.483621000000001,51.899249,LTE,-88,-14,0.0,5,-71,2,4,D
211,2019.11.28_09.25.30,-8.483621000000001,51.899249,LTE,-88,-14,0.0,5,-71,0,0,I
212,2019.11.28_09.25.31,-8.483621000000001,51.899249,LTE,-88,-10,-5.0,5,-71,0,0,I
213,2019.11.28_09.25.32,-8.483621000000001,51.899249,LTE,-88,-10,-5.0,5,-71,0,0,I
214,2019.11.28_09.25.33,-8.483621000000001,51.899249,LTE,-88,-11,-5.0,5,-71,4495,117,D
215,2019.11.28_09.25.34,-8.483621000000001,51.899249,LTE,-88,-11,-5.0,5,-71,4775,115,D
216,2019.11.28_09.25.35,-8.483621000000001,51.899249,LTE,-87,-15,-4.0,5,-71,4499,94,D
217,2019.11.28_09.25.36,-8.483621000000001,51.899249,LTE,-87,-15,-4.0,5,-71,3270,86,D
218,2019.11.28_09.25.37,-8.483621000000001,51.899249,LTE,-89,-16,-4.0,5,-71,3830,90,D
219,2019.11.28_09.25.38,-8.483621000000001,51.899249,LTE,-89,-16,-4.0,5,-71,3930,98,D
220,2019.11.28_09.25.39,-8.483621000000001,51.899249,LTE,-88,-15,-4.0,5,-71,3293,94,D
221,2019.11.28_09.25.40,-8.483621000000001,51.899249,LTE,-88,-15,-4.0,5,-71,3875,92,D
222,2019.11.28_09.25.41,-8.483621000000001,51.899249,LTE,-88,-15,-4.0,5,-71,4659,104,D
223,2019.11.28_09.25.42,-8.483621000000001,51.899249,LTE,-88,-15,-4.0,5,-71,1677,38,D
224,2019.11.28_09.25.44,-8.483621000000001,51.899249,LTE,-87,-12,-1.0,5,-71,1,0,D
225,2019.11.28_09.25.45,-8.483621000000001,51.899249,LTE,-87,-12,-1.0,5,-71,0,0,I
226,2019.11.28_09.25.46,-8.483621000000001,51.899249,LTE,-87,-12,0.0,5,-71,0,0,D
227,2019.11.28_09.25.47,-8.483621000000001,51.899249,LTE,-87,-12,0.0,5,-71,2,4,D
228,2019.11.28_09.25.48,-8.483621000000001,51.899249,LTE,-88,-11,-1.0,5,-71,0,0,D
229,2019.11.28_09.25.49,-8.483621000000001,51.899249,LTE,-88,-11,-1.0,5,-71,2,4,D
230,2019.11.28_09.25.50,-8.483621000000001,51.899249,LTE,-88,-13,-2.0,5,-71,0,0,D
231,2019.11.28_09.25.51,-8.483621000000001,51.899249,LTE,-88,-13,-2.0,5,-71,0,0,I
232,2019.11.28_09.25.52,-8.483621000000001,51.899249,LTE,-87,-11,0.0,5,-71,0,0,I
233,2019.11.28_09.25.53,-8.483621000000001,51.899249,LTE,-87,-11,0.0,5,-71,0,1,D
234,2019.11.28_09.25.54,-8.483621000000001,51.899249,LTE,-87,-10,-3.0,5,-71,0,0,I
235,2019.11.28_09.25.55,-8.483621000000001,51.899249,LTE,-87,-10,-3.0,5,-71,0,0,I
236,2019.11.28_09.25.56,-8.483621000000001,51.899249,LTE,-88,-13,-3.0,5,-71,0,0,I
237,2019.11.28_09.25.58,-8.483621000000001,51.899249,LTE,-88,-13,-3.0,5,-71,0,0,I
238,2019.11.28_09.25.59,-8.483621000000001,51.899249,LTE,-88,-12,-4.0,5,-71,0,0,I
239,2019.11.28_09.26.00,-8.483621000000001,51.899249,LTE,-88,-12,-4.0,5,-71,0,0,I
240,2019.11.28_09.26.01,-8.483621000000001,51.899249,LTE,-89,-12,-4.0,5,-71,0,0,I
241,2019.11.28_09.26.02,-8.483621000000001,51.899249,LTE,-89,-12,-4.0,5,-71,0,0,I
242,2019.11.28_09.26.03,-8.483621000000001,51.899249,LTE,-88,-9,0.0,5,-71,0,0,I
243,2019.11.28_09.26.04,-8.483621000000001,51.899249,LTE,-88,-9,0.0,5,-71,0,0,I
244,2019.11.28_09.26.05,-8.483621000000001,51.899249,LTE,-89,-13,0.0,5,-71,0,0,I
245,2019.11.28_09.26.06,-8.483621000000001,51.899249,LTE,-89,-13,0.0,5,-71,2,4,D
246,2019.11.28_09.26.07,-8.483621000000001,51.899249,LTE,-89,-14,-1.0,5,-71,0,0,D
247,2019.11.28_09.26.08,-8.483621000000001,51.899249,LTE,-89,-14,-1.0,5,-71,3,5,D
248,2019.11.28_09.26.09,-8.483621000000001,51.899249,LTE,-88,-13,-2.0,5,-71,0,0,I
249,2019.11.28_09.26.11,-8.483621000000001,51.899249,LTE,-88,-13,-2.0,5,-71,2,4,D
