Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2019.12.03_09.18.53,-8.482086,51.900862,0,B,13,5G,-80,-9,4.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-9.0
2019.12.03_09.18.54,-8.482086,51.900862,0,B,13,5G,-80,-9,4.0,15,-71,2,4,D,,,,,,D,A992,9CBA,11112973,-81.0,-9.0
2019.12.03_09.18.56,-8.482086,51.900862,0,B,13,5G,-79,-10,3.0,11,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-12.0
2019.12.03_09.18.57,-8.482086,51.900862,0,B,13,5G,-79,-10,3.0,11,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-12.0
2019.12.03_09.18.58,-8.482086,51.900862,0,B,13,5G,-79,-11,-3.0,11,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-82.0,-11.0
2019.12.03_09.18.59,-8.482086,51.900862,0,B,13,5G,-79,-11,-3.0,11,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-82.0,-11.0
2019.12.03_09.19.00,-8.482086,51.900862,0,B,13,5G,-79,-9,1.0,11,-73,18,21,D,,,,,,D,A992,9CBA,11112973,-81.0,-9.0
2019.12.03_09.19.01,-8.482086,51.900862,0,B,13,5G,-79,-9,1.0,11,-73,42,12,D,,,,,,D,A992,9CBA,11112973,-81.0,-9.0
2019.12.03_09.19.02,-8.482086,51.900862,0,B,13,5G,-79,-10,0.0,11,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_09.19.03,-8.482086,51.900862,0,B,13,5G,-79,-10,0.0,11,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_09.19.04,-8.482086,51.900862,0,B,13,5G,-79,-10,-3.0,12,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-12.0
2019.12.03_09.19.05,-8.482086,51.900862,0,B,13,5G,-79,-10,-3.0,12,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-12.0
2019.12.03_09.19.06,-8.482086,51.900862,0,B,13,5G,-79,-11,-6.0,12,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.07,-8.482086,51.900862,0,B,13,5G,-79,-11,-6.0,12,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.09,-8.482086,51.900862,0,B,13,5G,-79,-9,2.0,12,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.10,-8.482086,51.900862,0,B,13,5G,-79,-9,2.0,12,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.11,-8.482086,51.900862,0,B,13,5G,-79,-10,2.0,10,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.12,-8.482086,51.900862,0,B,13,5G,-79,-10,2.0,10,-73,0,0,D,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.13,-8.482086,51.900862,0,B,13,5G,-79,-9,3.0,10,-73,2,4,D,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.14,-8.482086,51.900862,0,B,13,5G,-79,-9,3.0,15,-71,0,0,D,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.15,-8.482086,51.900862,0,B,13,5G,-79,-9,4.0,15,-71,2,4,D,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.16,-8.482086,51.900862,0,B,13,5G,-79,-9,4.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.17,-8.482086,51.900862,0,B,13,5G,-79,-10,4.0,15,-71,25794,115,D,,,,,,D,A992,9CBA,11112973,-82.0,-10.0
2019.12.03_09.19.18,-8.482086,51.900862,0,B,13,5G,-79,-10,4.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-82.0,-10.0
2019.12.03_09.19.19,-8.482086,51.900862,0,B,13,5G,-79,-9,3.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-82.0,-10.0
2019.12.03_09.19.20,-8.482086,51.900862,0,B,13,5G,-79,-9,3.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-82.0,-10.0
